id,table,predict,truth,Missing information,Numerical extraction errors,Entity extraction errors,Redundant facts
qtsum_dev_28,"Heat Place  Athlete Country Time Notes
 0  1  1  Ben Fouhy New Zealand 3:26.064 QF
 1  1  2  Roland Kökény Hungary 3:27.904 QS
 2  1  3 Adam Seroczyński  Poland 3:28.464 QS
 3  1  4  Javier Correa Argentina 3:28.492 QS
 4  1  5 Róbert Erban  Slovakia 3:30.576 QS
 5  1  6  Alan van Coller  South Africa 3:32.516 QS
 6  1  7 Jernej Zupancic Regent  Slovenia 3:32.552 QS
 7  1  8 Apostolos Papandreou  Greece 3:41.664  
 8  1  9 Tony Lespoir  Seychelles 4:17.128  
 9  2  1 Tim Brabants Great Britain 3:24.412 QF
 10 2  2 Adam van Koeverden  Canada 3:24.984 QS
 11 2  3  Roei Yellin  Israel 3:34.036 QS
 12 2  4  Andrey Shkiotov  Russia 3:35.708 QS
 13 2  5 Andrea Facchin Italy 3:36.492 QS
 14 2  6 Simon Faeh Switzerland 3:41.392 QS
 15 2  7 Benjamin Lewis United States 3:43.052 QS
 16 2  8 Danila Turchin  Uzbekistan 3:48.140  
 17 3  1 Eirik Verås Larsen  Norway 3:25.150 QF
 18 3  2  Nathan Baggaley Australia 3:29.414 QS
 19 3  3  Emanuel Silva  Portugal 3:29.854 QS
 20 3  4  Björn Goldschmidt Germany 3:31.310 QS
 21 3  5 Sebastian Cuattrin  Brazil 3:36.506 QS
 22 3  6 Bâbak Amir-Tahmasseb  France 3:36.882 QS
 23 3  7 Romas Petrukanecas Lithuania 3:37.758 QS
 24 3  8 Liu Haitao China 3:38.522","A total of 10 athletes participated in the Women's 800m Quarterfinals of the 2008 Summer Olympics. Of these 10 athletes, 8 qualified for the semifinals (QS).","Totally 25 players joined in canoeing race at 2004 Summer Olympics - Men's K-1 1000 meters heats. From these participants, 18 athlete could qualify for semifinals (QS).",1,1,1,1
qtsum_dev_29,"Rank Lane Name Nationality  Time Notes
 0  7 Florent Manaudou  France 21.34  
 1  5 Cullen Jones United States 21.54  
 2  4  César Cielo  Brazil 21.59  
 3 4 6 Bruno Fratus  Brazil 21.61  
 4 5 3  Anthony Ervin United States 21.78  
 5 6 8 Roland Mark Schoeman  South Africa 21.80  
 6 7 2  George Bovell Trinidad and Tobago 21.82  
 7 8 1 Eamon Sullivan Australia 21.98","The three quick swimmers in Men's 50 meter freestyle final at 2012 Summer Olympics was Florent Manaudou from France with time of 21.34 seconds, Cullen Jones from the United States with time of 21.54 seconds, and César Cielo from Brazil with time of 21.59 seconds. These athletes get the top three place in event, show very good performance and skill in sport.","The top three fastest swimmers in the Men's 50 metre freestyle final at the 2012 Summer Olympics were Florent Manaudou from France with a time of 21.34 seconds, Cullen Jones from the United States with a time of 21.54 seconds, and César Cielo from Brazil with a time of 21.59 seconds.",0,0,0,0
qtsum_dev_30,"# Wrestlers Reign Date Days held Location  Event  Notes Ref.
 0 1  Ron Zombie  1  August 24, 2001 <0 Meriden, Connecticut Live event  Declared the first ACW Hardcore Champion. 
 1 2 Balls Mahoney  1  August 24, 2001 22 Meriden, Connecticut Live event 
 2 3  Ron Zombie  2 September 15, 2001  104 Meriden, Connecticut Live event 
 3 4  Wrecka  1  December 28, 2001 29 Meriden, Connecticut Live event  This was at an LIWF show. 
 4 5  Bull Dredd  1 January 26, 2002 97 Meriden, Connecticut Live event Won the title in a 10-man tag team match with Jason Knight, Balls Mahoney, Fred Curry Jr., and Ron Zombie against Wrecka, Homicide, Low Life Louie, Nick Richards, and Purty Kurty Adonis. 
 5 6  Danny Doring  1  May 3, 2002 79 Meriden, Connecticut Live event 
 6 7  Ron Zombie  3  July 21, 2002  105 Waterbury, Connecticut Live event 
 7 8  Mike E. Milano  1 November 3, 2002 <0 New Britain, Connecticut Live event 
 8 8 Jeff Rocker  1 November 3, 2002  182 New Britain, Connecticut Live event Awarded title as a result of The Prowlers defeating Ron Zombie and Jason Knight in a tag team match. 
 9 9  Ron Zombie  4  May 4, 2003  120 Waterbury, Connecticut Live event With Jason Knight defeated The Prowlers, who were defending the title on Milano's behalf, in a tag team match. 
 10 10 Jamie Pain/Nemesis (co-holders)  1  September 7, 2003  196 Waterbury, Connecticut Live event 
 11 11 Avil Graves  1 March 21, 2004  — New Britain, Connecticut Live event ACW holds its last show on March 21, 2004.","The table information for longest reigning champion, according to data given, is Ron Zombie. He win title three times in his career, with first time on August 24, 2001 and second time on September 15, 2001. Also, he won the title in a 10-man tag team match with Jason Knight on May 4, 2003, after he defeated the prowlers, who were defending the title on May 4, 2003.","The longest reigning champion as per the data provided was Jamie Pain/Nemesis (co-holders), with a reign of 196 days. They won the title on September 7, 2003, at a live event in Waterbury, Connecticut.",1,1,0,0
qtsum_dev_31,"# Date Visitor Score Home Record Site Attendance Box Score
 0 1  September 1 Carleton Ravens 33-14  Waterloo Warriors 1-0  Warrior Field, Waterloo 1,955  Recap
 1 2 September 13 Carleton Ravens 17-37 McMaster Marauders 1-1  Ron Joyce Stadium, Hamilton 2,150  Recap
 2 3 September 20 Ottawa Gee-Gees 31-33  Carleton Ravens 2-1 TD Place Stadium, Ottawa  12,000  Recap
 3 4 September 27 Carleton Ravens  3-53 Wilfrid Laurier Golden Hawks 2-2 University Stadium, Waterloo 7,370  Recap
 4 5  October 4 Toronto Varsity Blues 32-53  Carleton Ravens 3-2 Keith Harris Stadium, Ottawa 2,500  Recap
 5 6 October 10 Carleton Ravens 24-44  Guelph Gryphons 3-3 Alumni Field, Guelph 785  Recap
 6 7 October 18 Windsor Lancers 21-18  Carleton Ravens 3-4 Keith Harris Stadium, Ottawa 3,000  Recap
 7 8 October 25 Queen's Gaels 37-15  Carleton Ravens 4-4 Keith Harris Stadium, Ottawa 4,000  Recap","The most big audience size recorded during the regular season for the 2014 Ottawa Ravens Football Team was in game three. The attendance for this game was 12,000 at TD Place Stadium in Ottawa.","The biggest audience number in regular season for 2014 Carleton Ravens football team was 12,000 people. This audience come to the game on September 20 when Carleton Ravens play with Ottawa Gee-Gees at TD Place Stadium in Ottawa.",1,0,1,0
qtsum_dev_32,"Name / Generation Model Frequency Architecture Version Cores Process
 0  Godson - 1 (Embedded Cpu) 1 266 Mips32 1 180
 1  Godson - 1 (Embedded Cpu)  1A 300 Mips32 1 130
 2  Godson - 1 (Embedded Cpu)  1B 200 Mips32 1 130
 3  Godson - 2 (Singlecore)  2B 250  Mips - Iii 64 - Bit 1 180
 4  Godson - 2 (Singlecore)  2C 450  Mips - Iii 64 - Bit 1 180
 5  Godson - 2 (Singlecore)  Stls2E  1000  Mips - Iii 64 - Bit 1  90
 6  Godson - 2 (Singlecore)  Stls2F  1200  Mips - Iii 64 - Bit 1  90
 7  Godson - 2 (Singlecore)  L2 G 9001000 Mips64 1  65
 8  Godson - 2 (Singlecore) L2H  1000 Mips64 1  65
 9 Godson - 3 (Multicore) L3A / L2 Gq  1000 Mips64 4  65
 10  Godson - 3 (Multicore) L3B  1050 Mips64 8  65
 11  Godson - 3 (Multicore) L3C  1500 + Mips64  16  28
 12 Godson - T (Manycore)  Godson - T  1000 Mips32  64  28
 13 Name / Generation Model Frequency Architecture Version Cores Process","The Godson - T (ManyCore) model is only used for computing statistics and is run on just 28 CPU cores. It is a single-core model which uses the MPIs-III 64-bit architecture and runs on CPU only.","The Godson-T (Manycore) model is a processor which features an architecture version of Mips32, a frequency of 1000 and offers 64 cores. It operates with a process size of 28 nanometers.",1,0,1,0
qtsum_dev_33,"Date Home Team Score Away Team Venue Crowd Box Score Report
 0 31 December  Cairns Taipans 105 - 112  Wollongong Hawks  Cairns Convention Centre 3853 Box Score -
 1 31 December  Gold Coast Blaze  103 - 94  Adelaide 36Ers  Gold Coast Convention Centre 2233 Box Score -
 2 31 December Townsville Crocodiles  105 - 95 South Dragons Townsville Entertainment Centre 4644 Box Score -
 3 2 January  Wollongong Hawks  111 - 94  New Zealand Breakers  Win Entertainment Centre 2175 Box Score -
 4 3 January South Dragons 90 - 99  Perth Wildcats Hisense Arena 4069 Box Score -
 5 3 January Sydney Spirit 86 - 85  New Zealand Breakers  Whitlam Centre  920 Box Score -
 6 4 January  Gold Coast Blaze  88 - 105 Townsville Crocodiles  Gold Coast Convention Centre 2374 Box Score -","The data set from the NBL season between 31 December 2008 and 4 January 2009 includes seven games that had more than 4000 spectators. These games were against the Cairns Taipans, Adelaide 36ers, Townsville Dragons, New Zealand Warriors, Perth Wildcats, and Gold Coast Blaze. In the first game on December 31, the Cairns Taipans lost to the Adelaide 36ers with a box score of 2233. The second game was against the South Dragons at the Townsville Entertainment Centre, which drew a crowd of 4644. The third game was against the New Zealand Warriors at the Gold Coast Convention Centre, which drew a crowd of 2175. The fourth game was against the Gold Coast Blaze and again ended in a loss for the Flames with a box score of 88-105.","The games with more than 4000 spectators on 31 December 2008 and 4 January 2009 are Townsville Crocodiles vs South Dragons and South Dragons vs Perth Wildcats. On 31 December, Townsville Crocodiles faced South Dragons at the Townsville Entertainment Centre with 4644 spectators. The score of the game was 105 to 95 with the Crocodiles coming out on top. On 3 January, South Dragons had a tight match against Perth Wildcats at Hisense Arena which ended 90-99 in favor of Wildcats. There were 4069 spectators in that game.",1,1,1,1
qtsum_dev_34,"#  Name Took Office Left Office  Party
 0 1. Iain MacKay 1978 1981  Liberal
 1 2. Tony Penikett 1981 1985  NDP
 2 3.  Willard Phelps 1985 1991 Progressive Conservative
 3 4. Daniel Lang 1991 1992  Yukon Party**
 4 5. Tony Penikett 1992 1995  NDP
 5 6.  Piers McDonald 1995 1996  NDP
 6 7. John Ostashek 1996 1999  Yukon Party
 7 8.  Pat Duncan 1999 2000  Liberal
 8 9.  Trevor Harding 2000 2000  NDP
 9  10. Eric Fairclough 2001 2002  NDP
 10 11.  Todd Hardy 2002 2006  NDP
 11 12. Arthur Mitchell 2006 2011  Liberal
 12 13.  Liz Hanson 2011 2016  NDP
 13 14.  Stacey Hassard 2016  present  Yukon Party","Based on the information from this query, we conclude that the data does not provide any information indicating that the dominant political party in Yukon leaders of opposition over the years is the Yukon Party. The table shows that all the leaders of opposition, except for John Ostashek, were from the Yukon party, indicating that there was a strong Democratic Party (UKDP) dominance in the years.","The data provided in the table does not suggest a clear dominance of a particular political party in the Yukon Leaders of Opposition over the years. The table shows a relatively equal representation among the Liberal party (three leaders), the NDP party (seven leaders), and the Yukon Party (three leaders). An interesting observation, however, is that the position of Leader of Opposition has shifted more frequently between NDP and Liberal leaders in recent years.",0,0,1,0
qtsum_dev_35,"Game Date  Score Location Time Attendance
 0 1 October 18  Florida Marlins – 3, New York Yankees – 2 Yankee Stadium 3:43  55,769
 1 2 October 19  Florida Marlins – 1, New York Yankees – 6 Yankee Stadium 2:56  55,750
 2 3 October 21  New York Yankees – 6, Florida Marlins – 1 Pro Player Stadium 3:21  65,731
 3 4 October 22 New York Yankees – 3, Florida Marlins – 4 (12 innings) Pro Player Stadium 4:03  65,934
 4 5 October 23  New York Yankees – 4, Florida Marlins – 6 Pro Player Stadium 3:05  65,975
 5 6 October 25  Florida Marlins – 2, New York Yankees – 0 Yankee Stadium 2:57  55,773","The total score for both teams in the series is 10-4. New York Yankees win three of the six games, while Florida Marlins win three of the six games. The game with tied score is in Game 2, New York Yankees win in Game 2, and Game 4, Florida Marlins win in Game 6.","In 2003 World Series, Florida Marlins get total 19 runs, but New York Yankees get 21 runs. Marlins win more games in series, they have four win and Yankees have two win. So, Florida Marlins is winner of 2003 World Series.",1,1,0,0
qtsum_dev_36,"Round Sel# Player Pos.  College
 0  1  19  Vonnie Holliday  DT North Carolina
 1  3  90 Jonathan Brown  DE  Tennessee
 2  4 121 Roosevelt Blackmon  CB Morris Brown
 3  5 150 Corey Bradford  WR  Jackson State
 4  6 156 Scott McGarrahan  SS New Mexico
 5  6 187  Matt Hasselbeck  QB Boston College
 6  7 218 Edwin Watson  RB Purdue","The table show that North Carolina is the college that make first round draft pick of Green Bay Packers in 1998. Vonnie Holliday play as defensive tackle (DT) in this table.","In 1998 NFL draft, Green Bay Packers choose Vonnie Holliday from the University of North Carolina in a first round. Holliday play as defensive tackle in his profession football career.",0,0,0,0
qtsum_dev_37,"Rank  Name Total area (km2) Total area (mi2) Percentage of national total area
 0  1 Nunavut 2,093,190 808,185  21.0%
 1  2  Quebec 1,542,056 595,391  15.4%
 2  3 Northwest Territories 1,346,106 519,734  13.5%
 3  4 Ontario 1,076,395 415,598  10.8%
 4  5  British Columbia 944,735 364,764 9.5%
 5  6 Alberta 661,848 255,541 6.6%
 6  7  Saskatchewan 651,036 251,366 6.5%
 7  8  Manitoba 647,797 250,116 6.5%
 8  9 Yukon 482,443 186,272 4.8%
 9 10 Newfoundland and Labrador 405,212 156,453 4.1%
 10  11 New Brunswick  72,908  28,150 0.7%
 11  12 Nova Scotia  55,284  21,345 0.6%
 12  13  Prince Edward Island 5,660 2,185 0.1%
 13 Total  Canada 9,984,670 3,855,103 100.0%","The whole area of British Columbia is 944,735 km2, or 364,764 mi2. In compare, the total area of Alberta is 661,848 km2, or 255,541 mi2, and the total area of Manitoba is 647,797 km2, or 250,116 mi2.","The total area of British Columbia is 944,735 km² (364,764 mi²), which is roughly 9.5% of the national total area, making it the fifth largest province in Canada. Comparatively, Alberta has a total area of 661,848 km² (255,541 mi²) and accounts for 6.6% of the nation's total area, ranking sixth in the country. On the other hand, Manitoba has 647,797 km² (250,116 mi²), which equates to approximately 6.5% of Canada's total area and places it as the eighth largest province. In summary, British Columbia's total area is larger than that of both Alberta and Manitoba, and it is the first largest province among the three.",0,0,0,0
qtsum_dev_38,"Rank Attendance Date  Stadium Opponent Competition Score
 0 1 149,415  17 April 1937 Hampden Park England BHC  3–1
 1 2 149,269  15 April 1939 Hampden Park England BHC  1–2
 2 3 137,438  25 April 1970 Hampden Park England BHC  0–0
 3 4 135,376  10 April 1948 Hampden Park England BHC  0–2
 4 5 134,544 3 April 1954 Hampden Park England BHC / WCQG3  2–4
 5 6 134,504 5 April 1952 Hampden Park England BHC  1–2
 6 7 134,170 1 April 1933 Hampden Park England BHC  2–1
 7 8 134,000 24 February 1968 Hampden Park England BHC / ECQG8  1–1
 8 9 133,300  15 April 1950 Hampden Park England BHC  0–1
 9  10 133,245  11 April 1964 Hampden Park England BHC  1–0","The information from this query is that the highest recorded attendance in a Scotland national team football match took place on 17 April 1937 at Hampden Park, with 149,415 people come. The match was between England and Great Britain, and England emerged victorious with a score of 3-1.","The most high record attendence in a Scotland national team football match was 149,415 peoples. The result of this match was win for Scotland, with final score 3-1.",1,0,1,0
qtsum_dev_39,"Rank  Name Image Height ft (m) Floors Year  Notes  
 0  1  100 North Tampa Tampa Skyline cropped 100 North Tampa.JPG  579 (176)  42 1992 Has been the tallest building in the city since 1992 Tallest building along Florida's Gulf Coast Tallest building constructed in Tampa in the 1990s Also known as the Regions Building  
 1  2  Bank of America Plaza -  577 (176)  42 1986 Damaged in a 2002 plane crash Tallest building constructed in Tampa in the 1980s  
 2  3  One Tampa City Center -  537 (164)  38 1981  Stood as the tallest building in Florida at the time of its completion, and held that title until 1984 when it was surpassed by the Southeast Financial Center in Miami  
 3  4  SunTrust Financial Centre -  525 (160)  36 1992  
 4  5  Element  Tampanewcondos.JPG  460 (140)  34 2009 Tallest building constructed in Tampa in the 2000s  
 5  6 Park Tower -  458 (140)  36 1972  Tallest building constructed in Tampa in the 1970s Formerly known as the Lykes Building  
 6  7  Rivergate Tower -  454 (138)  32 1988  
 7 8= Hillsborough County Center 375 (114)  28 1993  
 8 8= Sam Gibbons Federal Courthouse -  375 (114)  17 1997  
 9 10 SkyPoint -  361 (110)  32 2007  
 10 11= Towers of Channelside East -  327 (100)  30 2007  
 11 11= Towers of Channelside West -  327 (100)  30 2007  
 12  13 Tampa Marriott Waterside - 326 (99)  27 2000  
 13  14 Wells Fargo Center  311 (95)  22 1985  Formerly known as the Wachovia Center  
 14  15 Franklin Exchange Building  280 (85)  22 1966 Tallest building constructed in Tampa in the 1960s  
 15  16 Fifth Third Center  279 (85)  19 1981  Also known as the Southtrust Building  
 16  17 SkyHouse Channelside  275 (84)  23 2015  
 17  18 The Alagon on Bayshore  273 (83)  23 2006  
 18  19 Nine15  262 (80)  23 2017  
 19  20 The Channel Club  261 (80)  22 2018  
 20  21  The Stovall  255 (78)  22 2001  
 21  22 One Mack-Cali Center  252 (77)  21 1983","The data from this table show that One Mack-Cali Center is the tallest structure that was constructed in Tampa in the 1980s. This edifice stand at a height of 252 feet (77 meters) and was constructed in 1983.","Bank of America Plaza is most tall building made in Tampa in the 1980s. This construct stands with height 577 feets (176 meters).",1,0,0,0
qtsum_dev_40,"No. overall No. in season  Title Directed by  Written by Original air date Prod. code US viewers (millions)
 0 111  1 ""Fugitive""  Aaron Lipstadt  David Greenwalt & Jim Kouf January 6, 2017 601 4.49
 1 112  2  ""Trust Me Knot"" John Gray  David Greenwalt & Jim Kouf  January 13, 2017 602 4.24
 2 113  3 ""Oh Captain, My Captain""  David Giuntoli Thomas Ian Griffith  January 20, 2017 603 4.29
 3 114  4  ""El Cuegle""  Carlos Avila Brenna Kouf  January 27, 2017 604 4.28
 4 115  5  ""The Seven Year Itch""  Lee Rose Jeff Miller  February 3, 2017 605 4.08
 5 116  6 ""Breakfast in Bed"" Julie Herlocker  Kyle McVey February 10, 2017 606 4.00
 6 117  7 ""Blind Love""  Aaron Lipstadt Sean Calder February 17, 2017 607 3.92
 7 118  8 ""The Son Also Rises""  Peter Werner Todd Milliner & Nick Peet February 24, 2017 608 4.01
 8 119  9  ""Tree People""  Jim Kouf Brenna Kouf March 3, 2017 609 4.23
 9 120 10  ""Blood Magic""  Janice Cooke Thomas Ian Griffith  March 10, 2017 610 3.95
 10  121 11 ""Where the Wild Things Were"" Terrence O'Hara Brenna Kouf  March 17, 2017 611 3.96
 11  122 12 ""Zerstörer Shrugged""  Aaron Lipstadt Story by: David Greenwalt & Jim Kouf Teleplay by: Brenna Kouf  March 24, 2017 612 4.14
 12  123 13  ""The End"" David Greenwalt  Jim Kouf & David Greenwalt  March 31, 2017 613 4.33","From the table information, we can see there is a fluctuation in the viewership for the episodes aired in January 2017. The first episode, ""Fugitive,"" had 4.49 million viewers, but the second episode, ""Trust Me Knot,"" had 4.24 million viewers. The viewership then increased slightly to 4.29 million for the third episode, ""Oh Captain, My Captain,"" and then decreased to 4.28 million for the fourth episode, ""El Cuegle.""","In January 2017, the watching peoples of Grimm shows went up and down, not only stay one number. The first show in the season, called ""Fugitive,"" on January 6, 2017, have 4.49 million peoples watching. Then next episode, named ""Trust Me Knot"" on January 13, 2017, got fewer peoples watches, it was 4.24 million. But next two shows got more peoples watches again: episode ""Oh Captain, My Captain"" on January 20, 2017, got 4.29 million, and other episode ""El Cuegle"" has 4.28 million peoples watching on January 27, 2017.",0,0,0,0
qtsum_dev_41,"Tournament  Surface  Week Winner  Finalist  Semifinalists
 0 Indian Wells Hard  March 13  Àlex Corretja 6 - 4 , 6 - 4 , 6 - 3 Thomas Enqvist (10) Nicolás Lapentti (8) Mark Philippoussis (12)
 1  Key Biscane Hard  March 20 Pete Sampras (2) 6 - 1 , 6 - 7 (2) , 7 - 6 (5) , 7 - 6 (8) Gustavo Kuerten (6) Andre Agassi (1) Lleyton Hewitt (14)
 2  Monte Carlo Clay  April 17 Cédric Pioline (8) 6 - 4 , 7 - 6 (3) , 7 - 6 (6)  Dominik Hrbatý  Gastón Gaudio Karim Alami
 3 Rome Clay May 8  Magnus Norman (3) 6 - 3 , 4 - 6 , 6 - 4 , 6 - 4 Gustavo Kuerten (4)  Àlex Corretja (10) Lleyton Hewitt (9)
 4  Hamburg Clay  May 15  Gustavo Kuerten (5) 6 - 4 , 5 - 7 , 6 - 4 , 5 - 7 , 7 - 6 (3)  Marat Safin (12)  Andrei Pavel (Q) Marcelo Ríos
 5  Toronto Hard July 31  Marat Safin (8) 6 - 2 , 6 - 3  Harel Levy (Q)  Jiří Novák Wayne Ferreira
 6 Cincinnati Hard  August 7 Thomas Enqvist (7) 7 - 6 (5) , 6 - 4 Tim Henman (15) Arnaud Clément Gustavo Kuerten (4)
 7  Stuttgart Carpet (I)  October 30 Wayne Ferreira 7 - 6 (6) , 3 - 6 , 6 - 7 (5) , 7 - 6 (2) , 6 - 2  Lleyton Hewitt (8)  Yevgeny Kafelnikov (6) Sébastien Grosjean
 8  Paris Carpet (I) November 13  Marat Safin (2) 3 - 6 , 7 - 6 (7) , 6 - 4 , 3 - 6 , 7 - 6 (8) Mark Philippoussis (13) Gustavo Kuerten (1) Juan Carlos Ferrero (12)
 9 Lisbon ( Tmc ) Hard (I) November 23  Gustavo Kuerten 6 - 4 , 6 - 4 , 6 - 4  Andre Agassi Marat Safin Pete Sampras","The table shows the semifinalists of the Monte Carlo tournament were Cédric Pioline and Dominik Hrastý. Cédric Pioline defeated Dominik Hrastý in two sets, 6-4 and 7-6. The surface of the tournament was clay and the finalist was Cédric Pioline.","The semifinalists in the Monte Carlo tournament were Cédric Pioline (8), Dominik Hrbatý, Gastón Gaudio, and Karim Alami. Pioline went on to win the tournament, beating Hrbatý 6-4, 7-6(3), 7-6(6). Gaudio and Alami both fell in their semifinal matches.",1,1,0,0
qtsum_dev_42,"No. Event  Date  Venue Location Attendance
 0 45  WEC 45: Cerrone vs. Ratcliff December 19, 2009 Pearl at The Palms  Las Vegas, Nevada 1,741
 1 44  WEC 44: Brown vs. Aldo November 18, 2009 Pearl at The Palms  Las Vegas, Nevada 1,835
 2 43 WEC 42: Cerrone vs. Henderson  October 10, 2009  AT&T Center San Antonio, Texas 5,176
 3 42 WEC 41: Brown vs. Faber II  August 9, 2009 Hard Rock Hotel and Casino  Las Vegas, Nevada 2,082
 4 41  WEC 41: Brown vs. Faber II  June 7, 2009 ARCO Arena Sacramento, California  13,027
 5 40 WEC 40: Torres vs. Mizugaki April 5, 2009 UIC Pavilion  Chicago, Illinois 5,257
 6 39  WEC 39: Brown vs. Garcia March 1, 2009 American Bank Center  Corpus Christi, Texas 6,100
 7 38  WEC 38: Varner vs. Cerrone  January 25, 2009 San Diego Sports Arena  San Diego, California  10,201","The top three events in 2009 with the highest attendance were WEC 41: Brown vs. Faber II, WEC 38: Varner vs. Cerrone, and WEC 39: Brown vs. Garcia. These events took place at ARCO Arena in Sacramento, California, San Diego Sports Arena in San Diego, California, and American Bank Center in Corpus Christi, Texas, respectively.","In 2009, top three event with most people is WEC 41: Brown vs. Faber II at ARCO Arena, Sacramento, California. It has 13,027 peoples. Next is WEC 38: Varner vs. Cerrone at San Diego Sports Arena, San Diego, California. It has 10,201 peoples. Last one is WEC 39: Brown vs. Garcia at American Bank Center, Corpus Christi, Texas. It has 6,100 peoples. These events have popular fighters and big place, so many peoples come.",0,0,0,0
qtsum_dev_43,"No.  Season Tournament No. of teams in tournament  Start Finish NCAA Champion (number) Champion Conference Champion Record  Championship Site
 0  56 2002–03  2003  16  October 4 April 12 Minnesota (5) WCHA (28–8–9)  Buffalo, New York
 1  57 2003–04  2004  16  October 3 April 10  Denver (6) WCHA  (27–12–5)  Boston, Massachusetts
 2  58 2004–05  2005  16  October 3  April 9  Denver (7) WCHA (32–9–2) Columbus, Ohio
 3  59 2005–06  2006  16  October 7  April 8 Wisconsin (6) WCHA  (30–10–3) Milwaukee, Wisconsin
 4  60 2006–07  2007  16  October 6  April 7  Michigan State (3) CCHA  (26–13–3)  St. Louis, Missouri
 5  61 2007–08  2008  16  October 7 April 12  Boston College (3)  Hockey East  (25–11–8) Denver, Colorado
 6  62 2008–09  2009  16 October 10 April 11 Boston University (5)  Hockey East (35–6–4) Washington, D.C.
 7  63 2009–10  2010  16  October 8 April 10  Boston College (4)  Hockey East  (29–10–3)  Detroit, Michigan
 8  64 2010–11  2011  16  October 2  April 9  Minnesota-Duluth (1) WCHA  (26–10–6)  St. Paul, Minnesota
 9  65 2011–12  2012  16  October 1  April 7  Boston College (5)  Hockey East  (33–10–1) Tampa, Florida
 10 66 2012–13  2013  16  October 6 April 13  Yale (1) ECAC  (22–12–3) Pittsburgh, Pennsylvania","The table show the starting and finishing dates of the NCAA Division I men's ice hockey tournaments have some changes between 2002 and 2013. From 2002 to 2013, the tournaments start in early October and finish in early April. Similarly, the finish dates have also not same, with the latest finish date being April 13 in 2013. Although these changes are not big, it maybe means that there is a stable trend in the performance of the championship teams during these years.","From 2002 to 2013 year, the begin and end dates of NCAA Division I men ice hockey competition most times keep consistent, only small change. Begin dates usually in first week October, finish dates often happen early to mid-April. This same timing of competition looks no direct connection with how well Championship teams do or who they are. But, can notice in this time, Western Collegiate Hockey Association (WCHA) and Hockey East conferences have strong show in NCAA Champions list. WCHA teams get title five times, Hockey East teams get win four times.",0,0,0,0
qtsum_dev_44,"State Contestant Age Height (m)  Hometown
 0 Aguascalientes Estefanía Herrera García 20  1.78  Aguascalientes
 1 Aguascalientes  Gabriela Palacio Díaz De León 21  1.76  Aguascalientes
 2  Baja California Nancy Marisol Galaz Piceno 22  1.72 Tijuana
 3  Baja California Sur Karen Alicia Higuera Contreras 19  1.82  La Paz
 4 Campeche  Michelle Arjona Hernández 18  1.73  Campeche
 5 Coahuila  Cecilia Flores Nogueira 23  1.78 Torreón
 6  Chiapas  Adriana Grissel Hernández Cáseres 22  1.80  Tecpatán
 7  Chihuahua Pamela Olivas Chaparro 23  1.78 Chihuahua
 8 Distrito Federal  Lucía Del Cueto Dávalos 23  1.76 Mexico City
 9  Durango  Vanessa Crispín Herrera 19  1.70 Gómez Palacio
 10  Guanajuato  Helena Estefanía Baca Anaya 19  1.74  León
 11  Guerrero  Suslim Patrón Jiménez 20  1.72  Chilpancingo
 12 Jalisco Karin Cecilia Ontiveros Meza 22  1.80  Amatitán
 13 Jalisco  Eunice Guadalupe Sánchez Valencia 18  1.77 Guadalajara
 14 Michoacán Karla Paulina Gutiérrez García 21  1.80 Morelia
 15 Morelos Melissa Carolina Torres Ruiz 20  1.72  Cuernavaca
 16 Nayarit Ana Priscila Zárate Cortez 18  1.70 Tepic
 17  Nuevo León Cynthia Alejandra De la Vega Oates 18  1.80 Monterrey
 18  Oaxaca Alejandra Díaz Scherenberg 22  1.69  Oaxaca
 19  Puebla  Ana Laura Gallardo Parada 20  1.68  Puebla
 20 Querétaro María Perusquía Flores 20  1.73 Querétaro
 21 San Luis Potosí Carmen Isabel Hernández Chávez 20  1.78 San Luis Potosi
 22 San Luis Potosí Ana Paola Lastras Villaseñor 22  1.76 San Luis Potosi
 23 Sinaloa Tiaré Kristal Oliva Elguezabal 18  1.78 Topolobampo
 24  Sonora Erika Bernal López 19  1.79  Hermosillo
 25  Sonora  Jessica María Lerma Palomares 19  1.79  Huatabampo
 26 Tabasco Ana Lilia Lucamendi González 18  1.74  Villahermosa
 27  Tamaulipas  Claudia Maribel González Elizondo 22  1.76  Cd. Victoria
 28  Veracruz Diana Estefanía Botello Meza 22  1.74  Boca del Río
 29 Yucatán María Fernanda López Cuéllar 22  1.76  Mérida
 30 Zacatecas Stephanie Ávila Enciso 19  1.73 Jerez","The table obtained from the participant information shows that the age range and heights of contestants from the Nuestra Belleza México 2010 are between 18 and 23 years old. The contestants are from Campeche, Jalisco, Nayarit, Nuevo León, Sinaloa, Tabasco, and Yucatán. The heights are between 1.68 meters and 1.82 meters.","The age range of the contestants from Nuestra Belleza México 2010 is from 18 to 23 years old. About the height, the contestants have difference that is between 1.68 m and 1.82 m.",1,0,1,0
